year,age,population_group,educational_attainment_4_groups,population
2001,39,White,Secondary,28494
2001,39,White,Higher,24406
2001,40,Black African,No schooling/less than primary,178623
2001,40,Black African,Primary,148257
2001,40,Black African,Secondary,44316
2001,40,Black African,Higher,23959
2001,40,Coloured,No schooling/less than primary,16730
2001,40,Coloured,Primary,32393
2001,40,Coloured,Secondary,8149
2001,40,Coloured,Higher,3136
2001,40,Indian or Asian,No schooling/less than primary,1349
2001,40,Indian or Asian,Primary,7743
2001,40,Indian or Asian,Secondary,6074
2001,40,Indian or Asian,Higher,2927
2001,40,White,No schooling/less than primary,1369
2001,40,White,Primary,15107
2001,40,White,Secondary,29381
2001,40,White,Higher,24623
2001,41,Black African,No schooling/less than primary,198709
2001,41,Black African,Primary,162895
2001,41,Black African,Secondary,43565
2001,41,Black African,Higher,23949
2001,41,Coloured,No schooling/less than primary,16378
2001,41,Coloured,Primary,30634
2001,41,Coloured,Secondary,7194
2001,41,Coloured,Higher,3010
2001,41,Indian or Asian,No schooling/less than primary,1320
2001,41,Indian or Asian,Primary,7662
2001,41,Indian or Asian,Secondary,5129
2001,41,Indian or Asian,Higher,2739
2001,41,White,No schooling/less than primary,1444
2001,41,White,Primary,15183
2001,41,White,Secondary,28536
2001,41,White,Higher,24788
2001,42,Black African,No schooling/less than primary,184037
2001,42,Black African,Primary,142121
2001,42,Black African,Secondary,35528
2001,42,Black African,Higher,20481
2001,42,Coloured,No schooling/less than primary,15823
2001,42,Coloured,Primary,28544
2001,42,Coloured,Secondary,5987
2001,42,Coloured,Higher,2694
2001,42,Indian or Asian,No schooling/less than primary,1404
2001,42,Indian or Asian,Primary,8064
2001,42,Indian or Asian,Secondary,4568
2001,42,Indian or Asian,Higher,2319
2001,42,White,No schooling/less than primary,1299
2001,42,White,Primary,15828
2001,42,White,Secondary,26495
2001,42,White,Higher,24163
2001,43,Black African,No schooling/less than primary,195491
2001,43,Black African,Primary,143145
2001,43,Black African,Secondary,31960
2001,43,Black African,Higher,19379
2001,43,Coloured,No schooling/less than primary,15639
2001,43,Coloured,Primary,27440
2001,43,Coloured,Secondary,5269
2001,43,Coloured,Higher,2517
2001,43,Indian or Asian,No schooling/less than primary,1362
2001,43,Indian or Asian,Primary,7935
2001,43,Indian or Asian,Secondary,4172
2001,43,Indian or Asian,Higher,2036
2001,43,White,No schooling/less than primary,1343
2001,43,White,Primary,16968
2001,43,White,Secondary,25631
2001,43,White,Higher,23868
2001,44,Black African,No schooling/less than primary,169304
2001,44,Black African,Primary,120981
2001,44,Black African,Secondary,25764
2001,44,Black African,Higher,16668
2001,44,Coloured,No schooling/less than primary,14245
2001,44,Coloured,Primary,25510
2001,44,Coloured,Secondary,4651
2001,44,Coloured,Higher,2186
2001,44,Indian or Asian,No schooling/less than primary,1439
2001,44,Indian or Asian,Primary,7614
2001,44,Indian or Asian,Secondary,3920
2001,44,Indian or Asian,Higher,1933
2001,44,White,No schooling/less than primary,1413
2001,44,White,Primary,16539
2001,44,White,Secondary,24193
2001,44,White,Higher,22328
2001,45,Black African,No schooling/less than primary,170053
2001,45,Black African,Primary,114739
2001,45,Black African,Secondary,23256
2001,45,Black African,Higher,16031
2001,45,Coloured,No schooling/less than primary,14796
2001,45,Coloured,Primary,24600
2001,45,Coloured,Secondary,4322
2001,45,Coloured,Higher,2207
2001,45,Indian or Asian,No schooling/less than primary,1651
2001,45,Indian or Asian,Primary,8005
2001,45,Indian or Asian,Secondary,3931
2001,45,Indian or Asian,Higher,1797
2001,45,White,No schooling/less than primary,1340
2001,45,White,Primary,16359
2001,45,White,Secondary,23964
2001,45,White,Higher,21019
2001,46,Black African,No schooling/less than primary,161782
2001,46,Black African,Primary,100623
2001,46,Black African,Secondary,18521
2001,46,Black African,Higher,13623
2001,46,Coloured,No schooling/less than primary,14156
2001,46,Coloured,Primary,22594
2001,46,Coloured,Secondary,3808
2001,46,Coloured,Higher,1923
2001,46,Indian or Asian,No schooling/less than primary,1640
2001,46,Indian or Asian,Primary,7576
2001,46,Indian or Asian,Secondary,3431
2001,46,Indian or Asian,Higher,1601
2001,46,White,No schooling/less than primary,1262
2001,46,White,Primary,15861
2001,46,White,Secondary,22827
2001,46,White,Higher,20240
2001,47,Black African,No schooling/less than primary,162381
2001,47,Black African,Primary,99932
2001,47,Black African,Secondary,17330
2001,47,Black African,Higher,12649
2001,47,Coloured,No schooling/less than primary,13856
2001,47,Coloured,Primary,21681
2001,47,Coloured,Secondary,3518
2001,47,Coloured,Higher,1755
2001,47,Indian or Asian,No schooling/less than primary,1719
2001,47,Indian or Asian,Primary,7755
2001,47,Indian or Asian,Secondary,3395
2001,47,Indian or Asian,Higher,1602
2001,47,White,No schooling/less than primary,1233
2001,47,White,Primary,15917
2001,47,White,Secondary,22181
2001,47,White,Higher,19025
2001,48,Black African,No schooling/less than primary,169541
2001,48,Black African,Primary,97610
2001,48,Black African,Secondary,15251
2001,48,Black African,Higher,11167
2001,48,Coloured,No schooling/less than primary,14286
2001,48,Coloured,Primary,20533
2001,48,Coloured,Secondary,3163
2001,48,Coloured,Higher,1637
2001,48,Indian or Asian,No schooling/less than primary,1866
2001,48,Indian or Asian,Primary,7499
2001,48,Indian or Asian,Secondary,3050
2001,48,Indian or Asian,Higher,1504
2001,48,White,No schooling/less than primary,1240
2001,48,White,Primary,15794
2001,48,White,Secondary,22405
2001,48,White,Higher,18449
2001,49,Black African,No schooling/less than primary,183607
2001,49,Black African,Primary,97352
2001,49,Black African,Secondary,14589
2001,49,Black African,Higher,10314
2001,49,Coloured,No schooling/less than primary,15091
2001,49,Coloured,Primary,20142
2001,49,Coloured,Secondary,3081
2001,49,Coloured,Higher,1475
2001,49,Indian or Asian,No schooling/less than primary,2113
2001,49,Indian or Asian,Primary,7684
2001,49,Indian or Asian,Secondary,3023
2001,49,Indian or Asian,Higher,1409
2001,49,White,No schooling/less than primary,1327
2001,49,White,Primary,15741
2001,49,White,Secondary,22161
2001,49,White,Higher,17811
2001,50,Black African,No schooling/less than primary,147914
2001,50,Black African,Primary,71449
2001,50,Black African,Secondary,11135
2001,50,Black African,Higher,8354
2001,50,Coloured,No schooling/less than primary,14247
2001,50,Coloured,Primary,19186
2001,50,Coloured,Secondary,2856
2001,50,Coloured,Higher,1388
2001,50,Indian or Asian,No schooling/less than primary,2268
2001,50,Indian or Asian,Primary,7608
2001,50,Indian or Asian,Secondary,2827
2001,50,Indian or Asian,Higher,1375
2001,50,White,No schooling/less than primary,1315
2001,50,White,Primary,16396
2001,50,White,Secondary,22574
2001,50,White,Higher,17660
2001,51,Black African,No schooling/less than primary,166984
2001,51,Black African,Primary,77635
2001,51,Black African,Secondary,10575
2001,51,Black African,Higher,7650
2001,51,Coloured,No schooling/less than primary,12917
2001,51,Coloured,Primary,17282
2001,51,Coloured,Secondary,2363
2001,51,Coloured,Higher,1129
2001,51,Indian or Asian,No schooling/less than primary,2095
2001,51,Indian or Asian,Primary,6916
2001,51,Indian or Asian,Secondary,2479
2001,51,Indian or Asian,Higher,1185
2001,51,White,No schooling/less than primary,1308
2001,51,White,Primary,15677
2001,51,White,Secondary,21497
2001,51,White,Higher,16281
2001,52,Black African,No schooling/less than primary,146009
2001,52,Black African,Primary,67264
2001,52,Black African,Secondary,8926
2001,52,Black African,Higher,6382
2001,52,Coloured,No schooling/less than primary,12331
2001,52,Coloured,Primary,16443
2001,52,Coloured,Secondary,2193
2001,52,Coloured,Higher,1016
2001,52,Indian or Asian,No schooling/less than primary,2559
2001,52,Indian or Asian,Primary,6740
2001,52,Indian or Asian,Secondary,2254
2001,52,Indian or Asian,Higher,1117
2001,52,White,No schooling/less than primary,1315
2001,52,White,Primary,15831
2001,52,White,Secondary,21569
2001,52,White,Higher,16011
2001,53,Black African,No schooling/less than primary,136297
2001,53,Black African,Primary,63648
2001,53,Black African,Secondary,7873
2001,53,Black African,Higher,5769
2001,53,Coloured,No schooling/less than primary,11926
2001,53,Coloured,Primary,15839
2001,53,Coloured,Secondary,1998
2001,53,Coloured,Higher,969
2001,53,Indian or Asian,No schooling/less than primary,2568
2001,53,Indian or Asian,Primary,6410
2001,53,Indian or Asian,Secondary,2024
2001,53,Indian or Asian,Higher,1052
2001,53,White,No schooling/less than primary,1297
2001,53,White,Primary,16064
2001,53,White,Secondary,21410
2001,53,White,Higher,15599
2001,54,Black African,No schooling/less than primary,123504
2001,54,Black African,Primary,55690
2001,54,Black African,Secondary,6814
2001,54,Black African,Higher,4970
2001,54,Coloured,No schooling/less than primary,10907
2001,54,Coloured,Primary,14536
2001,54,Coloured,Secondary,1857
2001,54,Coloured,Higher,865
2001,54,Indian or Asian,No schooling/less than primary,2644
2001,54,Indian or Asian,Primary,6204
2001,54,Indian or Asian,Secondary,1866
2001,54,Indian or Asian,Higher,996
2001,54,White,No schooling/less than primary,1342
2001,54,White,Primary,16714
2001,54,White,Secondary,21945
2001,54,White,Higher,15943
2001,55,Black African,No schooling/less than primary,111260
2001,55,Black African,Primary,48923
2001,55,Black African,Secondary,5880
2001,55,Black African,Higher,4357
2001,55,Coloured,No schooling/less than primary,10050
2001,55,Coloured,Primary,13351
2001,55,Coloured,Secondary,1654
2001,55,Coloured,Higher,834
2001,55,Indian or Asian,No schooling/less than primary,2736
2001,55,Indian or Asian,Primary,5617
2001,55,Indian or Asian,Secondary,1629
2001,55,Indian or Asian,Higher,865
2001,55,White,No schooling/less than primary,1320
2001,55,White,Primary,16123
2001,55,White,Secondary,20459
2001,55,White,Higher,14770
2001,56,Black African,No schooling/less than primary,107240
2001,56,Black African,Primary,46217
2001,56,Black African,Secondary,5633
2001,56,Black African,Higher,3891
2001,56,Coloured,No schooling/less than primary,9850
2001,56,Coloured,Primary,12303
2001,56,Coloured,Secondary,1527
2001,56,Coloured,Higher,689
2001,56,Indian or Asian,No schooling/less than primary,2637
2001,56,Indian or Asian,Primary,5060
2001,56,Indian or Asian,Secondary,1495
2001,56,Indian or Asian,Higher,745
2001,56,White,No schooling/less than primary,1234
2001,56,White,Primary,15474
2001,56,White,Secondary,19350
2001,56,White,Higher,13471
2001,57,Black African,No schooling/less than primary,97781
2001,57,Black African,Primary,38574
2001,57,Black African,Secondary,4532
2001,57,Black African,Higher,3313
2001,57,Coloured,No schooling/less than primary,9358
2001,57,Coloured,Primary,10734
2001,57,Coloured,Secondary,1248
2001,57,Coloured,Higher,647
2001,57,Indian or Asian,No schooling/less than primary,2673
2001,57,Indian or Asian,Primary,4796
2001,57,Indian or Asian,Secondary,1229
2001,57,Indian or Asian,Higher,690
2001,57,White,No schooling/less than primary,1267
2001,57,White,Primary,15680
2001,57,White,Secondary,18599
2001,57,White,Higher,13367
2001,58,Black African,No schooling/less than primary,102172
2001,58,Black African,Primary,39315
2001,58,Black African,Secondary,4421
2001,58,Black African,Higher,3194
2001,58,Coloured,No schooling/less than primary,8847
2001,58,Coloured,Primary,10248
2001,58,Coloured,Secondary,1204
2001,58,Coloured,Higher,586
2001,58,Indian or Asian,No schooling/less than primary,2886
2001,58,Indian or Asian,Primary,4635
2001,58,Indian or Asian,Secondary,1114
2001,58,Indian or Asian,Higher,608
2001,58,White,No schooling/less than primary,1274
2001,58,White,Primary,15413
2001,58,White,Secondary,17471
2001,58,White,Higher,11972
2001,59,Black African,No schooling/less than primary,123619
2001,59,Black African,Primary,43234
2001,59,Black African,Secondary,4686
2001,59,Black African,Higher,3012
2001,59,Coloured,No schooling/less than primary,9632
2001,59,Coloured,Primary,10082
2001,59,Coloured,Secondary,1131
2001,59,Coloured,Higher,525
2001,59,Indian or Asian,No schooling/less than primary,2822
2001,59,Indian or Asian,Primary,4259
2001,59,Indian or Asian,Secondary,999
2001,59,Indian or Asian,Higher,540
2001,59,White,No schooling/less than primary,1318
2001,59,White,Primary,15414
2001,59,White,Secondary,16387
2001,59,White,Higher,11111
2001,60,Black African,No schooling/less than primary,112617
2001,60,Black African,Primary,31631
2001,60,Black African,Secondary,3751
2001,60,Black African,Higher,2554
2001,60,Coloured,No schooling/less than primary,9231
2001,60,Coloured,Primary,9788
2001,60,Coloured,Secondary,1076
2001,60,Coloured,Higher,600
2001,60,Indian or Asian,No schooling/less than primary,2954
2001,60,Indian or Asian,Primary,3909
2001,60,Indian or Asian,Secondary,1003
2001,60,Indian or Asian,Higher,493
2001,60,White,No schooling/less than primary,1445
2001,60,White,Primary,16071
2001,60,White,Secondary,15849
2001,60,White,Higher,10995
2001,61,Black African,No schooling/less than primary,154447
2001,61,Black African,Primary,39060
2001,61,Black African,Secondary,4094
2001,61,Black African,Higher,2769
2001,61,Coloured,No schooling/less than primary,9592
2001,61,Coloured,Primary,9582
2001,61,Coloured,Secondary,1007
2001,61,Coloured,Higher,519
2001,61,Indian or Asian,No schooling/less than primary,2882
2001,61,Indian or Asian,Primary,3606
2001,61,Indian or Asian,Secondary,851
2001,61,Indian or Asian,Higher,437
2001,61,White,No schooling/less than primary,1352
2001,61,White,Primary,15825
2001,61,White,Secondary,15353
2001,61,White,Higher,10302
2001,62,Black African,No schooling/less than primary,103481
2001,62,Black African,Primary,29013
2001,62,Black African,Secondary,3169
2001,62,Black African,Higher,2214
2001,62,Coloured,No schooling/less than primary,8015
2001,62,Coloured,Primary,8703
2001,62,Coloured,Secondary,956
2001,62,Coloured,Higher,485
2001,62,Indian or Asian,No schooling/less than primary,2794
2001,62,Indian or Asian,Primary,3167
2001,62,Indian or Asian,Secondary,719
2001,62,Indian or Asian,Higher,433
2001,62,White,No schooling/less than primary,1386
2001,62,White,Primary,15557
2001,62,White,Secondary,14286
2001,62,White,Higher,9676
2001,63,Black African,No schooling/less than primary,95735
2001,63,Black African,Primary,27757
2001,63,Black African,Secondary,3044
2001,63,Black African,Higher,1971
2001,63,Coloured,No schooling/less than primary,8012
2001,63,Coloured,Primary,8287
2001,63,Coloured,Secondary,821
2001,63,Coloured,Higher,495
2001,63,Indian or Asian,No schooling/less than primary,2626
2001,63,Indian or Asian,Primary,2985
2001,63,Indian or Asian,Secondary,591
2001,63,Indian or Asian,Higher,366
2001,63,White,No schooling/less than primary,1352
2001,63,White,Primary,15302
2001,63,White,Secondary,14024
2001,63,White,Higher,8644
2001,64,Black African,No schooling/less than primary,85401
2001,64,Black African,Primary,23855
2001,64,Black African,Secondary,2480
2001,64,Black African,Higher,1790
2001,64,Coloured,No schooling/less than primary,7714
2001,64,Coloured,Primary,7914
2001,64,Coloured,Secondary,742
2001,64,Coloured,Higher,414
2001,64,Indian or Asian,No schooling/less than primary,2576
2001,64,Indian or Asian,Primary,2743
2001,64,Indian or Asian,Secondary,523
2001,64,Indian or Asian,Higher,300
2001,64,White,No schooling/less than primary,1307
2001,64,White,Primary,14936
2001,64,White,Secondary,12889
2001,64,White,Higher,7998
2001,65,Black African,No schooling/less than primary,100991
2001,65,Black African,Primary,24834
2001,65,Black African,Secondary,2522
2001,65,Black African,Higher,1823
2001,65,Coloured,No schooling/less than primary,7826
2001,65,Coloured,Primary,7515
2001,65,Coloured,Secondary,736
2001,65,Coloured,Higher,391
2001,65,Indian or Asian,No schooling/less than primary,2483
2001,65,Indian or Asian,Primary,2517
2001,65,Indian or Asian,Secondary,528
2001,65,Indian or Asian,Higher,297
2001,65,White,No schooling/less than primary,1282
2001,65,White,Primary,14346
2001,65,White,Secondary,12304
